Date,Store,Dept,Actual_Sales,Predicted_Sales,Error,Abs_Percent_Error
2012-10-26,1,4,36292.6,35748.3218988185,544.278101181495,1.4996944313206964
2012-08-03,1,5,17615.28,18710.6949936419,-1095.4149936419017,6.218549995469284
2012-08-10,1,5,18232.46,19354.366822762564,-1121.9068227625648,6.153348603329254
2012-08-17,1,5,15440.65,18596.2945793606,-3155.6445793606017,20.43725218407646
2012-08-24,1,5,22446.23,16322.175814753342,6124.054185246658,27.28321943260252
2012-08-31,1,5,18615.76,20728.197405128452,-2112.437405128454,11.347575415284975
2012-09-07,1,5,18236.15,20034.756702319104,-1798.6067023191026,9.862864158932135
2012-09-14,1,5,19369.52,19780.4899993018,-410.96999930180027,2.1217355892236887
2012-09-21,1,5,25798.78,20660.044597120785,5138.735402879214,19.91852096447667
2012-09-28,1,5,22560.39,21903.536388487806,656.8536115121933,2.9115348250282613
2012-10-05,1,5,25508.81,27296.94435266478,-1788.1343526647797,7.009869737807368
2012-10-12,1,5,20920.03,24038.005606023882,-3117.9756060238833,14.904259726319147
2012-10-19,1,5,20413.83,25738.542323227157,-5324.712323227155,26.083847681827244
2012-10-26,1,5,25846.94,23121.53601258308,2725.4039874169175,10.544397083047036
2012-08-03,1,6,3412.58,3050.2047453751643,362.37525462483563,10.618806141536188
2012-08-17,1,6,2725.3,3351.5401025783945,-626.2401025783943,22.978758396447883
2012-08-24,1,6,2626.5,3428.789128815283,-802.2891288152832,30.545940560262068
2012-08-31,1,6,2987.07,2985.241534729741,1.8284652702591302,0.061212668945124483
2012-09-07,1,6,2576.64,3283.897419478858,-707.2574194788581,27.448825582109187
2012-09-14,1,6,3073.31,3629.512821492707,-556.2028214927072,18.097843090762314
2012-09-21,1,6,4159.51,3182.0760155870876,977.4339844129127,23.498777125500663
2012-09-28,1,6,3168.68,4004.419609692405,-835.7396096924053,26.375008195602124
2012-10-05,1,6,3843.29,3481.382364326416,361.9076356735841,9.41661013542002
2012-10-12,1,6,3788.59,3984.8780023086333,-196.28800230863317,5.181030470666743
2012-10-19,1,6,3496.69,3921.8007579365485,-425.11075793654845,12.157519194911428
2012-10-26,1,6,4032.5,3888.2705969889666,144.22940301103336,3.5766745941979754
2012-08-03,1,7,16916.29,18334.210477425928,-1417.920477425927,8.381982558976743
2012-08-10,1,7,16552.49,17161.555246504653,-609.0652465046514,3.6795989395230047
2012-08-17,1,7,16256.91,16279.878973336103,-22.968973336102863,0.14128744845178365
2012-08-24,1,7,15159.94,16033.166034318725,-873.2260343187245,5.760088986623459
2012-08-31,1,7,15802.09,15749.055108274888,53.034891725112175,0.33561947644338297
2012-09-07,1,7,16941.42,15623.301499411009,1318.1185005889893,7.780448749803673
2012-09-14,1,7,15525.82,16669.734280264503,-1143.9142802645038,7.367818770696194
2012-09-21,1,7,22542.44,15896.606972911497,6645.833027088502,29.481427152910257
2012-09-28,1,7,22343.24,18236.23031420668,4107.00968579332,18.38144192960967
2012-10-05,1,7,22071.39,20469.72700095001,1601.6629990499896,7.2567382437172725
2012-10-12,1,7,20212.71,19807.93775800606,404.7722419939382,2.002562951696919
2012-10-19,1,7,21937.45,22185.508918741412,-248.05891874141162,1.1307554831642312
2012-10-26,1,7,21449.85,23421.376221415194,-1971.5262214151953,9.191328710528024
2012-08-03,1,8,40098.84,39434.02061568128,664.8193843187182,1.6579516622394022
2012-08-10,1,8,37269.92,38213.22447132648,-943.3044713264826,2.5310075023678147
2012-08-17,1,8,36294.18,36955.1603137752,-660.9803137752024,1.8211743970388705
2012-08-24,1,8,33855.28,36664.70608658855,-2809.4260865885517,8.298339539913869
2012-08-31,1,8,37666.92,37625.92669087774,40.993309122255596,0.10883106216875603
2012-09-07,1,8,38666.21,37198.67604448006,1467.533955519939,3.7953912615690517
2012-09-14,1,8,37346.83,37219.603834665584,127.2261653344176,0.34066121631854057
2012-09-21,1,8,36404.63,36409.38262290182,-4.752622901825816,0.013054995756929316
2012-09-28,1,8,37254.84,36671.022897703435,583.8171022965616,1.5670906177467456
2012-10-05,1,8,42663.75,39017.5573060014,3646.1926939986006,8.54634834959093
2012-10-12,1,8,37248.47,38196.510509028754,-948.0405090287531,2.545179732291697
2012-10-19,1,8,38668.75,37019.9305408953,1648.8194591046995,4.263958517161013
2012-10-26,1,8,39255.35,37615.00986659601,1640.3401334039881,4.178640958248972
2012-08-03,1,9,23780.97,23410.075595916886,370.89440408311566,1.5596268952995425
2012-08-10,1,9,20400.88,23200.104505957624,-2799.2245059576235,13.721096864241265
2012-08-17,1,9,23503.86,21548.96359641253,1954.8964035874706,8.317341932718586
2012-08-24,1,9,26262.95,23440.428606128607,2822.5213938713932,10.747160520320044
2012-08-31,1,9,41634.69,31234.928458906637,10399.761541093365,24.978597273315508
2012-09-07,1,9,42920.95,35828.62184649591,7092.328153504088,16.524163965392397
2012-09-14,1,9,31882.98,34891.022569299035,-3008.0425692990357,9.434634307392333
2012-09-21,1,9,33889.72,32821.935856036675,1067.7841439633266,3.1507611864698992
2012-09-28,1,9,40712.85,39016.440236138435,1696.409763861564,4.166767406019387
2012-10-05,1,9,40439.53,41309.08431377206,-869.5543137720597,2.150258209657876
2012-10-12,1,9,37126.23,37415.823592453766,-289.59359245376254,0.7800242374562742
2012-10-19,1,9,36690.81,35881.311443655155,809.4985563448427,2.2062706065765316
2012-10-26,1,9,41040.84,36387.77876347344,4653.061236526555,11.337636453168491
2012-08-03,1,10,32794.21,34255.85560338423,-1461.6456033842333,4.457023369016157
2012-08-10,1,10,33834.22,32933.15079663201,901.0692033679879,2.663188935249543
2012-08-17,1,10,29723.55,32388.376573558362,-2664.8265735583627,8.965371140251964
2012-08-24,1,10,27884.19,32269.074958646335,-4384.884958646337,15.72534457212613
2012-08-31,1,10,28490.93,32210.40323894292,-3719.473238942919,13.05493797128742
2012-09-07,1,10,30851.75,31766.598347115203,-914.8483471152031,2.965304551979071
2012-09-14,1,10,31705.09,31728.297933750404,-23.207933750403754,0.07319939401024805
2012-09-21,1,10,29203.63,30106.76159522717,-903.1315952271689,3.092531973686726
2012-09-28,1,10,27205.4,31185.331013713625,-3979.9310137136235,14.62919498964773
2012-10-05,1,10,27822.4,31736.02088386419,-3913.620883864187,14.066438854535146
2012-10-12,1,10,27803.78,30580.3189543223,-2776.5389543223027,9.986192360615366
2012-10-19,1,10,29442.38,29281.44625541096,160.93374458904145,0.5466057587363571
2012-10-26,1,10,26285.27,29428.750802759092,-3143.4808027590916,11.9590964930514
2012-08-03,1,11,27759.99,33452.94653510564,-5692.956535105641,20.5077758857465
2012-08-10,1,11,24145.93,28187.465977561365,-4041.535977561365,16.73795947209888
2012-08-17,1,11,20281.68,25123.102082204787,-4841.422082204786,23.870912479660394
2012-08-24,1,11,20462.68,22399.11358531556,-1936.4335853155608,9.463245211846937
2012-08-31,1,11,21103.42,22595.39798521093,-1491.9779852109314,7.0698397947391065
2012-09-07,1,11,23338.99,21466.44230077145,1872.5476992285512,8.023259357960868
2012-09-14,1,11,17027.47,22213.972523287277,-5186.502523287276,30.459619211117538
2012-09-21,1,11,18161.43,18850.94263002293,-689.5126300229313,3.796576756471991
2012-09-28,1,11,17242.78,19422.00263666857,-2179.222636668572,12.638464543818179
2012-10-05,1,11,22374.18,20566.431731058237,1807.748268941763,8.079617974566053
2012-10-12,1,11,21857.09,20510.937737702912,1346.1522622970879,6.158881453556204
2012-10-19,1,11,18259.82,21765.797047678578,-3505.977047678578,19.2005016899322
2012-10-26,1,11,22399.83,19932.216498529866,2467.613501470136,11.016215308197141
2012-08-03,1,12,11298.13,11528.906697502598,-230.77669750259884,2.042609684103465
2012-08-10,1,12,10605.66,11596.851770654066,-991.1917706540662,9.345875416089768
2012-08-17,1,12,11447.03,10945.997212564309,501.0327874356917,4.3769675403636725
2012-08-24,1,12,10723.59,10988.883306482416,-265.2933064824156,2.473922506198163
2012-08-31,1,12,10591.46,11221.640530607647,-630.1805306076476,5.9498929383451165
2012-09-07,1,12,12566.45,11113.144831014131,1453.3051689858694,11.56496201382148
2012-09-14,1,12,10484.08,11834.973344379794,-1350.8933443797941,12.885187297119005
2012-09-21,1,12,9448.14,10786.951630544349,-1338.811630544349,14.170107878845457
2012-09-28,1,12,11013.77,9679.284490481019,1334.4855095189814,12.116518771673835
2012-10-05,1,12,10037.09,11308.847262407737,-1271.7572624077366,12.67057745230676
2012-10-12,1,12,8983.82,10914.270035907874,-1930.4500359078738,21.488075628272536
2012-10-19,1,12,10830.48,10417.38554729497,413.09445270502874,3.8141841608592486
2012-10-26,1,12,8658.41,10709.771826462476,-2051.3618264624765,23.692130846916196
2012-08-03,1,13,44708.45,42691.59726715015,2016.8527328498458,4.511122020221784
2012-08-10,1,13,42241.23,41631.12827451236,610.1017254876424,1.4443275574306014
2012-08-17,1,13,41658.4,40172.18948216333,1486.2105178366692,3.567613057238562
2012-08-24,1,13,39231.62,40584.52584045928,-1352.9058404592797,3.448508729589243
2012-08-31,1,13,40940.78,43456.13366397637,-2515.3536639763697,6.143883101338982
2012-09-07,1,13,44373.19,40998.01628513316,3375.17371486684,7.606335525723617
2012-09-14,1,13,38759.47,42085.67745383553,-3326.20745383553,8.581663923256768
2012-09-21,1,13,39746.87,39616.59404992777,130.27595007223135,0.32776404801744474
2012-09-28,1,13,39793.41,40288.24455844901,-494.8345584490089,1.243508808239879
2012-10-05,1,13,43746.89,42814.339931082686,932.5500689173132,2.1316945476977067
2012-10-12,1,13,38015.36,40778.70060978839,-2763.3406097883926,7.269010762461258
2012-10-19,1,13,38341.15,40153.81828002844,-1812.6682800284398,4.7277358139451735
2012-10-26,1,13,38512.48,39121.202268158275,-608.7222681582716,1.580584444726155
2012-08-03,1,14,13423.3,13921.11861327625,-497.8186132762512,3.7086157150346875
2012-08-10,1,14,12434.69,13800.527651858547,-1365.8376518585465,10.98409089296594
2012-08-17,1,14,12419.06,12683.154587636112,-264.0945876361129,2.1265263847353415
2012-08-24,1,14,11041.63,13316.098849246315,-2274.4688492463156,20.599031567316743
2012-08-31,1,14,12912.96,12562.46797950946,350.4920204905393,2.7142655168957335
2012-09-07,1,14,13711.08,13091.155261631837,619.9247383681632,4.5213414141567485
2012-09-14,1,14,11596.1,13350.238235661494,-1754.138235661494,15.126967132583315
2012-09-21,1,14,12193.8,12201.978022285728,-8.17802228572873,0.06706705281150036
2012-09-28,1,14,12037.66,12872.9306003297,-835.2706003297008,6.938812030990249
2012-10-05,1,14,14381.21,12959.419781436587,1421.790218563412,9.886443620275429
2012-10-12,1,14,11450.64,13716.422163511452,-2265.7821635114524,19.78738449127256
2012-10-19,1,14,12035.51,12539.707608067698,-504.19760806769773,4.189250044806558
2012-10-26,1,14,11150.0,12576.026443586286,-1426.0264435862864,12.789474830370281
2012-08-03,1,16,25418.49,23958.150667390742,1460.3393326092591,5.745185227797792
2012-08-10,1,16,21677.85,23118.211262054,-1440.3612620540007,6.644391681158421
2012-08-17,1,16,20035.26,20936.809096974324,-901.549096974326,4.499812315758947
2012-08-24,1,16,18393.12,19685.314770842793,-1292.1947708427942,7.025424565504896
2012-08-31,1,16,16797.62,20190.638430997504,-3393.0184309975048,20.199399861394085
2012-09-07,1,16,20473.94,18681.463438369312,1792.4765616306868,8.754917527504167
2012-09-14,1,16,14646.37,19062.70473390579,-4416.334733905789,30.153100965671282
2012-09-21,1,16,13415.51,15560.222946467311,-2144.7129464673108,15.986816352619549
2012-09-28,1,16,14734.64,14102.658433339977,631.9815666600225,4.289087257374613
2012-10-05,1,16,11320.41,15360.82158254832,-4040.4115825483204,35.69138911530872
2012-10-12,1,16,10525.66,12318.635383450648,-1792.9753834506482,17.034327381377018
2012-10-19,1,16,9518.43,11263.389647043088,-1744.959647043088,18.332431367810532
2012-10-26,1,16,9934.63,9647.777019464613,286.85298053538645,2.8874047703375614
2012-08-03,1,17,7809.58,8287.661952051207,-478.0819520512068,6.12173704669402
2012-08-10,1,17,8441.34,8325.912120300876,115.42787969912388,1.367411805461264
2012-08-17,1,17,8710.04,8221.673715686735,488.3662843132661,5.606935034893825
2012-08-24,1,17,9523.9,8927.290821072602,596.6091789273978,6.264336867537436
2012-08-31,1,17,8158.73,8927.312636259965,-768.5826362599655,9.420371016812243
2012-09-07,1,17,8712.44,8922.322009492043,-209.88200949204293,2.408992308607496
2012-09-14,1,17,7075.73,8644.982725890883,-1569.252725890883,22.177962215783857
2012-09-21,1,17,7143.59,7874.073219497074,-730.4832194970741,10.225715914506209
2012-09-28,1,17,7155.75,7568.5857136929735,-412.8357136929735,5.769286429696028
2012-10-05,1,17,9040.52,7989.08140466144,1051.4385953385608,11.630288914117338
2012-10-12,1,17,7908.36,8225.753567795251,-317.39356779525133,4.013393014420832
2012-10-19,1,17,7640.43,8024.239696991975,-383.8096969919743,5.023404402526746
2012-10-26,1,17,7640.92,7740.174931206868,-99.2549312068677,1.2989918911187095
2012-08-17,1,18,9.97,529.0191701708358,-519.0491701708357,5206.110031803768
2012-08-24,1,18,4.97,1021.4645672912848,-1016.4945672912847,20452.60698775221
2012-08-31,1,18,4.97,785.8387493175763,-780.8687493175763,15711.644855484434
2012-09-07,1,18,4.97,560.8549045496565,-555.8849045496564,11184.80693258866
2012-09-14,1,18,649.09,1212.9780140903044,-563.8880140903044,86.87362524307945
2012-09-21,1,18,3361.0,1227.954980668426,2133.0450193315737,63.46459444604504
2012-09-28,1,18,4867.7,3277.02801974856,1590.67198025144,32.67810218894837
2012-10-05,1,18,7291.46,5594.165519094934,1697.294480905066,23.277841212940427
2012-10-12,1,18,8171.79,7524.04213252652,647.7478674734803,7.926633791047986
2012-10-19,1,18,10569.09,9260.810500785155,1308.2794992148447,12.378355177360064
2012-10-26,1,18,17934.28,11631.45883411097,6302.821165889029,35.14398774798335
2012-08-03,1,19,901.62,1123.7690779321194,-222.14907793211944,24.63888089573428
2012-08-10,1,19,875.1,1059.2182958016544,-184.11829580165443,21.03968641317043
2012-08-17,1,19,1192.39,926.5575719192514,265.83242808074874,22.294083989361592
2012-08-24,1,19,1328.49,1130.897270121281,197.59272987871896,14.873482666690677
2012-08-31,1,19,900.06,1253.2532791632452,-353.1932791632453,39.24108161269752
2012-09-07,1,19,1225.7,1155.3243221934472,70.37567780655286,5.74167233471101
2012-09-14,1,19,733.78,1199.2950541260425,-465.5150541260425,63.44068441849635
2012-09-21,1,19,1015.46,1088.4563212360813,-72.99632123608126,7.1884979453726645
2012-09-28,1,19,1385.85,1007.6109911023888,378.23900889761114,27.29292556175713
2012-10-05,1,19,1192.58,1289.4913439610102,-96.91134396101029,8.126192285717543
2012-10-12,1,19,1415.68,1245.3294564259604,170.35054357403965,12.033124969911253
2012-10-19,1,19,1247.56,1276.8112215121143,-29.251221512114398,2.3446745256432076
2012-10-26,1,19,1640.81,1295.1171524961478,345.69284750385214,21.06842641767494
2012-08-03,1,20,4708.44,4519.647653480823,188.79234651917704,4.009658114347365
2012-08-10,1,20,4534.37,4494.795097280504,39.574902719496095,0.8727762118992516
2012-08-17,1,20,3980.4,4648.325105270965,-667.9251052709647,16.780351353405802
2012-08-24,1,20,3452.67,4339.259955999798,-886.5899559997979,25.678386755751287
2012-08-31,1,20,4602.26,4260.046155551484,342.2138444485163,7.435778170909862
2012-09-07,1,20,4342.34,4374.730690884761,-32.39069088476117,0.7459271011657579
2012-09-14,1,20,3548.56,4313.377823189502,-764.8178231895022,21.55290662098153
2012-09-21,1,20,3532.28,3927.4971975414037,-395.2171975414035,11.188727890807169
2012-09-28,1,20,3200.54,3976.624686324714,-776.0846863247139,24.248554504074747
2012-10-05,1,20,4184.73,3615.196884607494,569.5331153925054,13.609793592239056
2012-10-12,1,20,3126.49,3759.751917464889,-633.2619174648894,20.254723906517835
2012-10-19,1,20,3640.07,3401.012088260882,239.05791173911803,6.567398751648128
2012-10-26,1,20,2680.53,3581.573785192982,-901.0437851929819,33.61438913919941
2012-08-03,1,21,6393.77,7353.189525308116,-959.4195253081152,15.005537035397193
2012-08-10,1,21,6752.85,6992.694256814117,-239.8442568141163,3.5517486219021053
2012-08-17,1,21,6182.36,7070.304588409967,-887.9445884099678,14.362550683071962
2012-08-24,1,21,6965.28,6811.727882678829,153.55211732117095,2.204536175446945
2012-08-31,1,21,7031.77,7455.681516090874,-423.9115160908732,6.028517942009951
2012-09-07,1,21,8258.47,7408.32569503545,850.1443049645495,10.294210731098492
2012-09-14,1,21,8013.36,8150.797418524764,-137.43741852476433,1.7151035087000248
2012-09-21,1,21,7085.79,7851.407516407144,-765.6175164071437,10.80497046069872
2012-09-28,1,21,7737.13,7568.518459381711,168.61154061828893,2.179251746038763
2012-10-05,1,21,7790.01,8348.685562564264,-558.6755625642636,7.1716924954430565
2012-10-12,1,21,7020.8,7737.960418866108,-717.1604188661076,10.214796303357277
2012-10-19,1,21,7614.71,7416.346382844916,198.36361715508428,2.605005537375478
2012-10-26,1,21,8194.63,7711.204535298544,483.425464701455,5.899295815692167
2012-08-03,1,22,7160.87,7277.063632181896,-116.19363218189574,1.6226189301285423
2012-08-10,1,22,7229.94,7524.795030170758,-294.85503017075825,4.078250029333
2012-08-17,1,22,7788.49,7348.605957969139,439.88404203086066,5.647873233847134
2012-08-24,1,22,6364.81,7801.538511680627,-1436.728511680627,22.57299922041077
2012-08-31,1,22,5742.4,7355.728248725663,-1613.3282487256638,28.095016869700196
2012-09-07,1,22,7669.83,7605.1500679796845,64.67993202031539,0.8433033329332644
2012-09-14,1,22,5462.99,7488.872406345504,-2025.882406345504,37.08376559989134
2012-09-21,1,22,5663.49,6368.15714315822,-704.6671431582199,12.442277520719909
2012-09-28,1,22,6892.92,5792.103215355933,1100.8167846440674,15.970253312733462
2012-10-05,1,22,7821.14,7264.397219841311,556.7427801586891,7.118435166212203
2012-10-12,1,22,8966.16,7319.217736827765,1646.9422631722346,18.368423753002787
2012-10-19,1,22,8236.39,8055.317444135985,181.07255586401425,2.1984456280483835
2012-10-26,1,22,8236.88,7800.882333458348,435.9976665416516,5.293238053020702
2012-08-03,1,23,22566.41,20443.73572434739,2122.674275652611,9.406344543295148
2012-08-10,1,23,21599.34,21868.028587913745,-268.6885879137444,1.2439666578411397
2012-08-17,1,23,21808.81,21981.98637706633,-173.1763770663274,0.7940661460498183
2012-08-24,1,23,25618.62,22982.780367801653,2635.8396321983455,10.28876509428824
2012-08-31,1,23,23361.12,23132.87458814642,228.24541185357884,0.9770311177442642
2012-09-07,1,23,17406.85,22502.523985863198,-5095.673985863199,29.273958159363694
2012-09-14,1,23,14172.52,18210.724932588008,-4038.204932588007,28.493203273574547
2012-09-21,1,23,15702.02,16295.461353178678,-593.4413531786777,3.779394964333746
2012-09-28,1,23,14731.92,16539.767243227536,-1807.8472432275357,12.271633590377466
2012-10-05,1,23,19478.62,17143.17507104502,2335.4449289549775,11.989786386073437
2012-10-12,1,23,21024.28,18287.495809071643,2736.784190928356,13.017255244547524
2012-10-19,1,23,17191.96,19811.321477421247,-2619.3614774212474,15.235967728061533
2012-10-26,1,23,21460.58,18690.792087211725,2769.787912788277,12.906398209127046
2012-08-03,1,24,8003.97,6354.311396222561,1649.6586037774396,20.610504584318026
2012-08-10,1,24,8870.23,7415.650468713783,1454.5795312862165,16.398442106757283
2012-08-17,1,24,12967.94,10630.627979995195,2337.312020004805,18.02377262699245
2012-08-24,1,24,16785.62,12578.388927951031,4207.231072048968,25.064496110652858
2012-08-31,1,24,13181.63,10065.008423794348,3116.621576205651,23.64367362917675
2012-09-07,1,24,5138.69,9489.052008598035,-4350.362008598036,84.6589696712204
2012-09-14,1,24,4980.64,5934.177269238518,-953.5372692385181,19.144874338207902
2012-09-21,1,24,4979.52,4737.1360619191,242.3839380809004,4.867616518879338
2012-09-28,1,24,4364.69,4701.838589290471,-337.14858929047114,7.7244567034651075
2012-10-05,1,24,7322.07,4786.226584492567,2535.843415507433,34.6328758876579
2012-10-12,1,24,7733.2,5431.854877571949,2301.3451224280507,29.759286225987314
2012-10-19,1,24,5355.52,6972.8003172113395,-1617.280317211339,30.198380684066883
2012-10-26,1,24,7106.74,6292.051733116681,814.6882668833186,11.46360028484676
2012-08-03,1,25,10019.2,9790.203781263548,228.99621873645265,2.2855738855043577
2012-08-10,1,25,8614.67,9552.264400019787,-937.5944000197869,10.883694906708985
2012-08-17,1,25,9780.51,9284.737576265341,495.77242373465924,5.0689833529607276
2012-08-24,1,25,10625.07,9819.211956509105,805.8580434908945,7.584496323232642
2012-08-31,1,25,10284.77,10002.813177824406,281.9568221755944,2.7414985670617273
2012-09-07,1,25,7461.45,10080.875603637767,-2619.4256036377674,35.10612017285873
2012-09-14,1,25,7541.58,8896.22118767769,-1354.6411876776892,17.962299513864327
2012-09-21,1,25,7804.28,8266.982484704517,-462.7024847045168,5.92882988186632
2012-09-28,1,25,7685.71,8308.549717434063,-622.8397174340635,8.103867013380201
2012-10-05,1,25,11140.24,8317.710623715253,2822.529376284747,25.33634263072202
2012-10-12,1,25,10485.04,9581.225801261426,903.8141987385752,8.620035772286755
2012-10-19,1,25,8702.47,9729.913725051894,-1027.443725051895,11.806346072458682
2012-10-26,1,25,11066.13,9830.967214541988,1235.162785458011,11.161650779974671
2012-08-03,1,26,5764.11,5096.267643536935,667.8423564630648,11.586218105883907
2012-08-10,1,26,5498.9,5458.582712444198,40.31728755580207,0.7331882295695878
2012-08-17,1,26,4924.3,5778.559665273816,-854.2596652738157,17.347839596974506
2012-08-24,1,26,5369.29,5262.804178476027,106.48582152397285,1.983238408131668
2012-08-31,1,26,5602.58,5280.403895131842,322.1761048681583,5.750495394410402
2012-09-07,1,26,5011.22,5518.991901113033,-507.771901113033,10.132700242915558
2012-09-14,1,26,6001.13,5315.965523602733,685.1644763972672,11.417257689756216
2012-09-21,1,26,6550.81,5530.465424168201,1020.3445758317994,15.575853609428442
2012-09-28,1,26,5035.97,6090.660780557362,-1054.690780557362,20.943150585832758
2012-10-05,1,26,8784.99,6054.944840298796,2730.0451597012034,31.076246640021253
2012-10-12,1,26,12773.34,7098.815875999828,5674.524124000172,44.42474813948562
2012-10-19,1,26,7004.13,10039.30957967661,-3035.17957967661,43.33414113782311
2012-10-26,1,26,7412.16,8550.95714856946,-1138.7971485694598,15.363904024865354
2012-08-03,1,27,1145.67,1115.6820387408206,29.98796125917943,2.617504277774527
2012-08-10,1,27,1122.14,1146.8829006337219,-24.742900633721774,2.204974480343074
2012-08-17,1,27,1476.09,1259.3532003767689,216.73679962323104,14.683169699898452
2012-08-24,1,27,1643.59,1386.7597266161672,256.8302733838327,15.62617644204654
2012-08-31,1,27,1580.28,1455.0130283822434,125.26697161775655,7.926884578540294
2012-09-07,1,27,1060.29,1469.94945301281,-409.65945301281,38.63654783246188
2012-09-14,1,27,857.88,1303.1411240946352,-445.2611240946352,51.902494998675245
2012-09-21,1,27,1047.27,1107.773328451135,-60.503328451135076,5.777242587979707
2012-09-28,1,27,948.57,1085.2908254889544,-136.72082548895435,14.413361743356246
2012-10-05,1,27,1492.09,1113.4451992908537,378.64480070914624,25.376807076593654
2012-10-12,1,27,1536.58,1259.8409380020494,276.73906199795056,18.010065339777334
2012-10-19,1,27,1841.73,1506.1599529419725,335.5700470580275,18.220371447390633
2012-10-26,1,27,1712.02,1575.7351006207764,136.2848993792236,7.960473556338337
2012-08-03,1,28,303.36,404.4167023088432,-101.05670230884317,33.31246779695516
2012-08-10,1,28,307.87,359.1640091571815,-51.294009157181506,16.660931288265015
2012-08-17,1,28,312.75,347.98202004659566,-35.232020046595665,11.26523422752859
